ID,ID JUEGO,TEMA ,SUBTEMA,TEXTO INTRODUCTORIO,PREGUNTA,RESPUESTAS A,RESPUESTA B,RESPUESTA C,RESPUESTA CORRECTA,TEXTO FINAL,CALIFICACIÓN 1-5
,242,Ecología y ambiente,,El Ártico es un lugar de suma importancia para la regulación del clima global. ,¿Cómo se llama el proceso que ocurre en los océanos árticos y que es importante para la regulación del clima global?,Circulación termohalina,Efecto Coriolis,Ciclo de carbono,A,"La Circulación Termohalina, también conocida como Corriente Oceánica Termohalina o Cinta Transportadora Oceánica, es un sistema de corrientes oceánicas profundas que transporta calor y nutrientes por todo el océano global. Este sistema de circulación es impulsado por diferencias en la densidad del agua, que dependen de su temperatura (termo) y salinidad (halina).",5
,243,Ecología y ambiente,basura espacial,"Desde los primeros lanzamientos al espacio, los seres humanos han dejado toneladas de basura en órbita alrededor de la Tierra. Esta basura espacial puede ser peligrosa para las misiones espaciales, y algunos expertos temen que pueda incluso causar daños en la Tierra.",¿Qué país lanzó el primer satélite artificial de la historia?,Estados Unidos,Rusia,Francia ,B,"El 4 de octubre de 1957, la Unión Soviética lanzó el satélite Sputnik 1 al espacio, convirtiéndose en el primer objeto hecho por el hombre en orbitar la Tierra.",5
,244,Ecología y ambiente,agua,La acidificación del océano es un fenómeno provocado por el aumento de dióxido de carbono en la atmósfera.,¿Cómo afecta la acidificación del océano a los organismos marinos?,Acelera la reproducción de las especies marinas.,Debilita las conchas y esqueletos de los organismos marinos,Migración de especies marinas,B,"La acidificación dificulta que los organismos marinos formen y mantengan sus estructuras de carbonato de calcio, lo que afecta su crecimiento y desarrollo, especialmente aquellos con conchas o esqueletos calcáreos, como corales, moluscos y algunos plancton.",5
,245,Ecología y ambiente,,"La capa de hielo de Groenlandia es el segundo depósito de hielo más extenso del planeta, siendo superada únicamente por la masa de hielo de la Antártida.",¿Qué está pasando con el suelo de Groenlandia en los últimos años debido al cambio climático?,Se está incendiando,Se está derritiendo,Se está contaminando,B,"Los científicos han descubierto que la capa de hielo de Groenlandia está disminuyendo más rápido de lo que se pensaba. Desde 1992, ha perdido alrededor de 3,8 billones de toneladas de hielo, lo que ha contribuido a un aumento en el nivel del mar en todo el mundo.",5
,246,Ecología y ambiente,desastres,Las bombas atómicas que fueron lanzadas en Hiroshima y Nagasaki en 1945 tuvieron graves consecuencias tanto a corto como a largo plazo. La radiación también tuvo un impacto en el ambiente y en la salud de las personas que vivían cerca de las zonas afectadas.,¿Cuántas personas murieron aproximadamente por la explosión de la bomba atómica de Hiroshima?,  100.000 ,  50.000 ,  200.000 ,C,Este dato nos enfrenta directamente a la brutalidad de las armas nucleares y nos urge a buscar la paz y la cooperación global para evitar tragedias similares en el futuro. ,4
,251,Ecología y ambiente,permacultura,La permacultura se basa en tres principios éticos fundamentales.,¿Cuáles son esos principios?,"Eficiencia, productividad y rentabilidad","Cuidado de la tierra, cuidado de las personas y reparto justo de los recursos","Innovación, competitividad y competencia",B,"Estos principios éticos guían la filosofía y la práctica de la permacultura, que busca crear sistemas sostenibles y armoniosos en los que la interacción entre las personas y la naturaleza se desarrolle de manera equitativa y responsable.",5
,252,Ecología y ambiente,desastres,Los desastres nucleares son eventos catastróficos que pueden tener consecuencias devastadoras en la salud y el ambiente.,¿Cuál de los siguientes es un ejemplo de un desastre nuclear?,Terremoto de Fukushima,Tsunami de Indonesia,Huracán Katrina,A,El terremoto de magnitud 9 que ocurrió en Japón en 2011 desencadenó un tsunami que causó una serie de accidentes en la planta nuclear de Fukushima Daiichi.,5
,253,Ecología y ambiente,,El acuífero Guaraní es una fuente de agua esencial para más de 25 millones de personas.,¿En qué regiones se encuentra el acuífero Guaraní?,África,América del Sur,Europa,B,"El acuífero Guaraní se encuentra en América del Sur, abarcando Brasil, Paraguay, Uruguay y Argentina. Es una fuente importante de agua dulce para la población y la agricultura de la región.",5
,254,Ecología y ambiente,cambio climático,El cambio climático es uno de los mayores desafíos a los que se enfrenta la humanidad.,¿Cuál de las siguientes opciones es un efecto importante del cambio climático?,La disminución de la tasa de lluvia,El aumento de la cantidad de nevadas en invierno,Inviernos fríos y veranos más largos,A,"Uno de los efectos más importantes es la alteración de la distribución y la cantidad de lluvia en diferentes regiones del mundo, causando sequías, incremento de incendios forestales, alterando los ecosistemas naturales.",1
,255,Ecología y ambiente,,El Convenio de Estocolmo es un tratado internacional que busca proteger la salud humana y el ambiente de los contaminantes orgánicos persistentes (COP).,¿Qué son los COP?,Sustancias químicas que se descomponen rápidamente en el ambiente,Sustancias químicas resistentes a la degradación en el ambiente,Sustancias químicas altamente volátiles,B,"Los COP son sustancias químicas que son resistentes a la degradación en el ambiente y se acumulan en los organismos vivos, lo que puede tener efectos adversos en la salud humana y el ambiente.",5
,256,Ecología y ambiente,,33 países de América Latina y el Caribe firmaron un importante protocolo que busca proteger la capa de ozono. ,¿Cuál es el nombre del tratado internacional que busca proteger la capa de ozono?,Tratado de Kioto,Protocolo de Montreal,Convenio de Basilea,B,"El Protocolo de Montreal, también conocido como el Convenio de Viena para la Protección de la Capa de Ozono, fue creado en 1987 para proteger la capa de ozono limitando el uso de sustancias químicas como los clorofluorocarbonos (CFC).",5
,261,Ecología y ambiente,desastres,Los incendios forestales son una de las mayores amenazas para los bosques y la biodiversidad.,¿Cuál es el principal combustible de los incendios forestales?,Agua,Viento,Árboles,C,"El principal combustible de los incendios forestales son la vegetación y la biomasa presentes en los bosques, como los árboles, arbustos, hojas, ramas caídas y otros materiales orgánicos acumulados en el suelo del bosque. Estos elementos son altamente inflamables y proporcionan la fuente de combustión necesaria para que los incendios se propaguen rápidamente.",1
,262,Ecología y ambiente,sobrepesca,La pesca excesiva y la pesca ilegal son un problema grave en todo el mundo y están causando una disminución significativa de las poblaciones de peces.,¿Cuál es el método de pesca más destructivo para los ecosistemas marinos?,Redes de arrastre,Pesca con caña y anzuelo,Pesca con trampas,A,"Las redes de arrastre se consideran uno de los métodos de pesca más destructivos para los ecosistemas marinos. Estas redes se arrastran por el fondo del océano para capturar peces, destruyendo corales, hábitats de peces y otros organismos que son esenciales para la salud del ecosistema, incluyendo especies en peligro de extinción y otras que no están destinadas a la pesca.",3
,263,Ecología y ambiente,corrupción ,"La corrupción es un problema global que afecta a todas las áreas, incluyendo la ecología. La falta de transparencia y la falta de responsabilidad en la toma de decisiones relacionadas con el ambiente pueden tener consecuencias graves y duraderas en la salud del planeta y en las comunidades que dependen de él.",¿Cuál es uno de los mayores desafíos en la lucha contra la corrupción en el ámbito de la ecología?,La falta de tecnología avanzada para monitorear actividades ilegales,La falta de compromiso por parte de los líderes mundiales,La difusión en las redes,B,La corrupción en el ámbito de la ecología se relaciona con la falta de acción y de compromiso de los líderes mundiales para implementar políticas y regulaciones ambientales efectivas. ,5
,264,Ecología y ambiente,contaminación,El smog es una forma de contaminación del aire que se produce cuando los óxidos de nitrógeno y los compuestos orgánicos volátiles se combinan en presencia de la luz solar.,¿Cuáles son los efectos del smog en la salud humana?,Dolor de cabeza y náuseas,Problemas respiratorios y cardiovasculares,Irritación en los ojos y la piel,B,"El smog puede causar una serie de problemas de salud, como asma, bronquitis, enfisema y enfermedades cardiovasculares, especialmente en niños, ancianos y personas con problemas de salud preexistentes.",2
,265,Ecología y ambiente,cambio climático,El cambio climático es una realidad que está afectando a todo el planeta.,¿Cuál de las siguientes opciones es una acción efectiva para reducir las emisiones de gases de efecto invernadero?,Incrementar el uso de combustibles fósiles,Promover el uso de energías renovables,Eliminar los vehículos eléctricos,B,"Promover el uso de energías renovables, ya que estas fuentes de energía no emiten gases de efecto invernadero.",1
,266,Ecología y ambiente,calentamiento,El calentamiento global es una de las mayores preocupaciones ambientales de nuestro tiempo.,¿Qué gas contribuye más al efecto invernadero?,Metano,Dióxido de carbono,Butano,B,"El dióxido de carbono (CO2) es el principal gas de efecto invernadero liberado por actividades humanas, como la quema de combustibles fósiles, la deforestación y los cambios en el uso de la tierra. El CO2 es responsable de aproximadamente el 65% del calentamiento global causado por los gases de efecto invernadero.",4
,311,Ecología y ambiente,,"El monocultivo implica la utilización intensiva de recursos naturales, como el agua y el suelo, lo que puede generar consecuencias ambientales negativas.",¿Qué prácticas agrícolas pueden reducir los impactos del monocultivo?,Quema de pastizales,Utilización de pesticidas sintéticos,Rotación de cultivos,C,La rotación de cultivos permite mantener la salud del suelo y reducir la necesidad de pesticidas y fertilizantes sintéticos.,5
,312,Ecología y ambiente,agricultura,"El cultivo de caña de azúcar es uno de los principales monocultivos en América Latina, especialmente en países como Brasil, Colombia y México. Sin embargo, su producción también puede tener graves consecuencias ambientales, como la deforestación y la contaminación del agua.",¿En qué otros países se cultiva la caña de azúcar en grandes cantidades?,Australia y Nueva Zelanda,India y Tailandia,Sudáfrica y Kenia,B,"India es uno de los mayores productores de caña de azúcar del mundo, cultivo agrícola importante en su economía agraria. Tailandia es conocido por la producción de azúcar de caña y otros productos relacionados con la caña de azúcar.",4
,313,Ecología y ambiente,agua,"Los mares y océanos de todo el mundo están llenos de vida, incluyendo muchas especies de tortugas marinas.",¿Qué amenaza a la supervivencia de estas tortugas?,Caza furtiva,Escasez de agua,Migración terrestre,A,"Estas hermosas criaturas marinas se enfrentan a una presión significativa debido a la caza ilegal, que implica la captura de tortugas y sus huevos para su consumo, comercio y otros fines. Además de la caza furtiva, las tortugas marinas también se ven afectadas por la pérdida y degradación de su hábitat, la contaminación marina, el cambio climático y la captura incidental en la pesca.",3
,314,Ecología y ambiente,productos químicos,La biotecnología ha tenido un impacto positivo en la vida cotidiana como la producción de productos químicos y materiales más sostenibles.,¿Qué efecto produce la utilización de biotecnología en la producción de productos químicos?,Disminución de la contaminación industrial,Aumento de la producción industrial,Mayor contaminación ambiental,A,"Uno de los ejemplos de la aplicación de la biotecnología moderna para disminuir la contaminación industrial, es el desarrollo de enzimas que remueven manchas, permitiendo reemplazar los componentes más contaminantes de los detergentes por aditivos biológicos.",1
,315,Ecología y ambiente,contaminación,"Los agrotóxicos utilizados en la agricultura pueden contaminar el suelo, el agua y el aire, afectando la biodiversidad y la salud de las personas. Es importante conocer los riesgos asociados a su uso y tomar medidas para minimizarlos.",¿Cómo se llama el proceso por el cual se eliminan los agrotóxicos del suelo?,Biorremediación,Desintoxicación,Fumigación,A,La biorremediación es el proceso de eliminación de agrotóxicos del suelo mediante la utilización de microorganismos y plantas que los degradan y transforman en compuestos menos tóxicos.,5
,316,Ecología y ambiente,ecosustentabilidad,La ecosustentabilidad se refiere a la capacidad de los sistemas ecológicos para mantenerse en equilibrio y ser sostenibles a largo plazo.,¿Qué acciones podemos tomar para fomentar la ecosustentabilidad en nuestro entorno?,Utilizar energías renovables,Consumir productos de un solo uso,Desperdiciar agua,A,"Consumir de manera consciente, reducir el consumo de energía, agua y materiales, y optar por productos duraderos y de bajo impacto ambiental, reciclar, reparar y reutilizar objetos para disminuir la cantidad de residuos son algunas acciones ecosustentables.",2
,321,Ecología y ambiente,,"El derrame de petróleo en el Golfo de México ocurrió cuando la plataforma petrolera Deepwater Horizon explotó y se hundió, vertiendo millones de barriles de petróleo en el océano, causando un gran impacto en el ecosistema marino y en las comunidades costeras.",¿En qué año ocurrió el derrame de petróleo en el Golfo de México?,2010,2005,2015,A,Este hecho fue considerado uno de los peores desastres ambientales causados por el hombre.,5
,322,Ecología y ambiente,,Las reservas naturales son importantes para la conservación de la biodiversidad y los ecosistemas naturales.,¿En qué país se encuentra el Parque Nacional de los Glaciares?,Chile,Argentina,Perú,B,"El Parque Nacional de los Glaciares se encuentra en la Patagonia argentina y es conocido por sus glaciares como el Perito Moreno y el Upsala. Este parque es el hogar de una gran variedad de especies, incluyendo el huemul y el cóndor andino.",5
,323,Ecología y ambiente,contaminación,La contaminación lumínica es un tipo de contaminación ambiental que se produce cuando se ilumina en exceso la noche.,¿Cuál es el principal problema ambiental causado por la contaminación lumínica?,Afecta la vida silvestre,Aumenta la contaminación del aire,Causa cambios en los patrones climáticos,A,"La luz artificial en exceso altera los ritmos naturales y los patrones de comportamiento de los animales, como las aves migratorias, los insectos y los animales nocturnos. Esto puede interferir en sus patrones de alimentación, reproducción y migración, lo que afecta su supervivencia y la salud de los ecosistemas.",4
,324,Ecología y ambiente,,"Jacque Fresco fue un autodidacta, diseñador industrial, futurista e ingeniero social, inventor y pionero en la ingeniería de los factores humanos, abarcando desde las innovaciones biomédicas a sistemas sociales totalmente integrados.",¿Qué concepto corresponde a los temas principales trabajados por Fresco?,Economía circular,Economía basada en recursos,Economía monetaria,B,"Jacque Fresco centró su trabajo en el concepto de una economía basada en recursos, en contraposición al modelo económico monetario actual que se basa en la escasez. Fresco argumentaba que el mundo posee recursos naturales y energéticos suficientes para satisfacer las necesidades básicas de la población mundial de manera abundante, siempre y cuando se gestionen de manera eficiente y sin depender del sistema de mercado.",4
,325,Ecología y ambiente,,"Las comunidades indígenas han demostrado ser grandes defensores del ambiente, gracias a su relación armónica con la naturaleza. Muchas de ellas han desarrollado técnicas y prácticas de agricultura sostenible, que les permiten obtener alimentos sin dañar los ecosistemas.","¿Cuál de estas comunidades indígenas es reconocida por su técnica agrícola sostenible llamada ""milpa""?",Los Shipibo-Conibo en Perú,Los Yanomami en Venezuela,Los Mayas en México,C,"En México, se denomina milpa (milli ""parcela sembrada"" y pan ""encima de"") al sistema agrícola tradicional conformado por un policultivo, que constituye un espacio dinámico de recursos genéticos. Su especie principal es el maíz, acompañada de diversas especies de frijol, calabazas, chiles, tomates, y muchas otras dependiendo de la región.",4
,326,Ecología y ambiente,calentamiento,"El calentamiento global es uno de los problemas ambientales más importantes que enfrentamos en la actualidad. A medida que aumenta la concentración de gases de efecto invernadero en la atmósfera, la temperatura de la Tierra también aumenta, lo que provoca cambios en los patrones climáticos, el aumento del nivel del mar y la extinción de especies animales y vegetales.",¿Cuál es el principal causante del calentamiento global?,La lluvia ácida,"La quema de combustibles fósiles como el petróleo, gas y carbón",La actividad solar,B,Reducir la dependencia de los combustibles fósiles y aumentar la transición hacia fuentes de energía renovable es una estrategia clave para mitigar el calentamiento global.,2
,331,Ecología y ambiente,biodiversidad,"La biodiversidad es un término que se refiere a la variedad de vida en la Tierra, desde los microorganismos hasta los animales y plantas más grandes. Sin embargo, muchas especies están en peligro debido a la actividad humana.",¿Cuál es la principal amenaza para la biodiversidad?,La sobrepoblación de especies animales,La falta de diversidad genética en las poblaciones animales y vegetales,La urbanización y la explotación agrícola,C,"La actividad humana, que incluye la deforestación, la urbanización y la contaminación, es la principal amenaza para la biodiversidad en todo el mundo. Es importante tomar medidas para protegerla, garantizar la salud de los ecosistemas y la supervivencia de las especies en peligro.",3
,332,Ecología y ambiente,permacultura,"La permacultura es una técnica de agricultura que se enfoca en diseñar sistemas productivos que funcionen en armonía con la naturaleza. A través de esta técnica se busca producir alimentos saludables y nutritivos, al tiempo que se regenera el suelo y se fomenta la biodiversidad.",¿Qué es la permacultura?,Un sistema de agricultura sostenible,Un sistema de agricultura intensiva,Un sistema de agricultura convencional y permanente,A,"La permacultura busca diseñar sistemas productivos en armonía con la naturaleza, producir alimentos saludables y regenerar el suelo.",4
,333,Ecología y ambiente,agua,La acidificación de los océanos es un proceso que ocurre cuando la concentración de dióxido de carbono en la atmósfera se disuelve en el agua de los océanos. Este fenómeno puede afectar a los ecosistemas marinos y a la vida marina en general.,¿Cómo afecta la acidificación de los océanos a la vida marina?,Aumenta la cantidad de nutrientes en el agua,Disminuye el pH del agua y puede afectar a la formación de conchas y esqueletos de algunos organismos marinos.,Acelera el crecimiento de algas y otros organismos marinos.,B,"La acidificación de los océanos puede disminuir el pH del agua y afectar la formación de conchas y esqueletos de algunos organismos marinos, lo que a su vez puede tener consecuencias en la cadena alimenticia y en la biodiversidad marina en general.",4
,334,Ecología y ambiente,energía atómica,"La energía nuclear es la energía contenida en el núcleo de los átomos. Éste está formado por protones (partículas con carga eléctrica positiva) y neutrones (partículas sin carga eléctrica). Cuando se transforma el núcleo atómico, se produce una reacción nuclear con liberación de gran cantidad de energía.",¿Cuál de las siguientes afirmaciones sobre la energía nuclear es falsa?,La energía nuclear es una fuente de energía segura y confiable,La energía nuclear puede producir residuos radiactivos peligrosos,Los desastres nucleares pueden tener efectos a largo plazo en el ambiente y la salud humana,A,"Esta energía se puede usar para generar electricidad en las centrales nucleares. El aspecto negativo es el riesgo de accidentes graves, como fugas radiactivas, que pueden tener consecuencias devastadoras para la salud humana y el medio ambiente.",3
,335,Ecología y ambiente,energía atómica,La carrera militar posmoderna ha llevado a muchas potencias a producir armamento nuclear.  ,¿Cuántos países poseen actualmente armas nucleares?,9,5,15,A,"Actualmente hay nueve países reconocidos oficialmente como poseedores de armas nucleares: Estados Unidos, Rusia, Reino Unido, Francia, China, India, Pakistán, Israel, Corea del Norte",3
,336,Ecología y ambiente,contaminación,La huella de carbono es un concepto que sirve para determinar el origen de las emisiones de gases que repercuten en la atmósfera. ,¿Qué es la huella de carbono?,La cantidad de oxígeno que una persona consume en un período determinado de tiempo,"La cantidad de emisiones de gases de efecto invernadero que una persona, empresa o país produce en un período determinado de tiempo","La cantidad de energía renovable que una persona, empresa o país consume en un período determinado de tiempo",B,"Calcular la huella de carbono ayuda a identificar las fuentes de emisiones de gases de efecto invernadero, como conducir, consumir electricidad y alimentos, para poder reducir el impacto ambiental.",5
,341,Ecología y ambiente,tala,"La selva amazónica es el hogar de una gran variedad de especies animales y vegetales, y es un importante regulador del clima mundial.",¿Cuál es la principal amenaza que enfrenta la selva amazónica actualmente?,La tala ilegal de árboles,La caza excesiva de animales,La pesca ,A,"La principal amenaza que enfrenta la selva amazónica actualmente es la deforestación. La tala de árboles para obtener madera y la conversión de tierras para la agricultura, la ganadería y la extracción de recursos naturales son las principales actividades humanas que están causando la pérdida masiva de bosques en la región.",1
,342,Ecología y ambiente,,Las comunidades indígenas tienen un conocimiento profundo de la naturaleza y han desarrollado prácticas sostenibles que han permitido la conservación de los ecosistemas donde habitan. ,¿Qué práctica sostenible es comúnmente utilizada por las comunidades indígenas para la conservación de suelos?,Quema controlada de áreas extensas,Uso excesivo de pesticidas y herbicidas,Agricultura tradicional,A,"La quema controlada es una práctica común entre las comunidades indígenas para mantener la fertilidad del suelo y evitar la erosión. A través de esta práctica, se eliminan plantas viejas y se abren espacios para nuevas siembras, permitiendo el crecimiento de cultivos diversos.",5
,343,Ecología y ambiente,,Los acuíferos son reservas de agua subterránea que proveen de agua potable a millones de personas en todo el mundo. ,¿Cuál es el acuífero más importante de América del Sur?,Acuífero Guaraní,Acuífero de Ogallala,Acuífero de Areniscas de Nubia,A,"El Acuífero Guaraní es uno de loas más grande del mundo, con un volumen total de agua dulce de 40.000 km³. Se encuentra en América del Sur, debajo de Argentina, Brasil, Paraguay y Uruguay.",5
,344,Ecología y ambiente,,"Los océanos representan el 71% de la superficie terrestre, pero su importancia para la vida en la Tierra es mucho mayor que su tamaño.",¿Qué porcentaje del oxígeno que respiramos proviene del océano?,Entre 20 % y 30 %,Entre 50 % y 85 %,Más del 150 %,B,"El fitoplancton, que es producido por los océanos, genera más del 50% del oxígeno que respiramos.",5
,345,Ecología y ambiente,,Los cascos polares son fundamentales para la regulación del clima mundial y la biodiversidad marina. ,¿Cuál es el proceso que está derritiendo los glaciares del Casco Polar Ártico?,El cambio climático,Los sismos ,Erupciones volcánicas,A,La pérdida de hielo en el Casco Polar Ártico se ha acelerado en las últimas décadas debido al cambio climático. El aumento de la temperatura global está derritiendo los glaciares y afectando la vida marina en la zona.,5
,346,Ecología y ambiente,contaminación,La huella de carbono es una medida del impacto de nuestras actividades en el ambiente.,¿Qué se incluye en la huella de carbono?,Solo las emisiones de dióxido de carbono producidas por el consumo de combustibles fósiles,Las emisiones de gases de efecto invernadero producidas por la producción y transporte de bienes y servicios,Las emisiones de todos los gases producidos por todas las actividades que desarrollan los seres humanos,C,"La fabricación de un celular implica la extracción de materiales de la tierra, como metales y minerales, en fábricas que consumen energía. Estos materiales se ensamblan en plantas y luego se transportan a las tiendas. Todo este proceso genera emisiones de gases de efecto invernadero y produce residuos.",5
,351,Ecología y ambiente,,"El acuífero Areniscas y Conglomerados de Nubia es uno de los más importantes de África, y es vital para la población y la agricultura de la región.",¿En qué países se encuentra el acuífero Areniscas y Conglomerados de Nubia?,"Egipto, Libia, Chad y Sudán","Marruecos, Argelia y Túnez","Tanzania, Kenia y Uganda",A,"El acuífero Areniscas y Conglomerados de Nubia se encuentra en Egipto, Libia, Chad y Sudán, abarcando una superficie de más de 2 millones de km².",5
,352,Ecología y ambiente,,Muchos de los problemas ambientales actuales en la Ciudad de México son el resultado de haber construido una megalópolis sobre el lugar incorrecto.,¿Sobre qué fue construida la megalópolis?,Suelos lacustres,Tierras fangosas,Sobre volcanes activos,A,"Muchos de los problemas ambientales actuales en la Ciudad de México son el resultado de haber construido una megalópolis sobre suelos lacustres, lo que ha llevado a problemas de hundimiento del suelo, inundaciones y deterioro de la calidad del agua subterránea.",2
,353,Ecología y ambiente,energías renovables,La energía solar es una fuente renovable de energía que se obtiene a partir de la radiación del sol.,¿Cuál es el principal beneficio de utilizar la energía solar como fuente de energía en lugar de los combustibles fósiles?,No produce emisiones de gases de efecto invernadero,Es más barata que los combustibles fósiles,Es más fácil de almacenar que los combustibles fósiles,A,"A diferencia de los combustibles fósiles, la energía solar no emite gases contaminantes ni CO2 durante su generación. Además, el suministro de energía solar es prácticamente inagotable y está disponible de manera continua en la mayoría de las regiones del mundo.",1
,354,Ecología y ambiente,ecosistema,"Este animal, que habita en la selva amazónica, es el felino más grande de América del Sur. Su población se encuentra en declive debido a la caza furtiva y la degradación de su hábitat.",¿De qué animal estamos hablando?,Jaguar ,León,Chita,A,"La caza furtiva del jaguar, impulsada por la demanda de sus pieles y partes del cuerpo en el mercado negro, ha tenido un impacto negativo en su población. Además, la expansión de actividades humanas como la deforestación, la agricultura y la construcción de carreteras ha llevado a la degradación y fragmentación de su hábitat natural.",3
,355,Ecología y ambiente,contaminación,La contaminación del aire es uno de los mayores problemas ambientales que enfrentamos hoy en día.,¿Cuál de los siguientes gases es responsable del efecto invernadero?,Nitrógeno,Oxígeno,Dióxido de carbono,C,"El dióxido de carbono (CO2) es uno de los principales gases de efecto invernadero liberados por actividades humanas, como la quema de combustibles fósiles, la deforestación y los cambios en el uso de la tierra.",3
,356,Ecología y ambiente,tala,"La deforestación es un problema grave en muchos países del mundo y tiene un impacto negativo en la biodiversidad, el clima y las comunidades locales.",¿Qué porcentaje aproximado de la deforestación global ocurre en América Latina?,42 %,60 %,20 %,A,"Según datos del Informe de Evaluación de los Recursos Forestales Mundiales 2020 de la Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO), aproximadamente el 42% de la deforestación global ocurre en América Latina",3
,361,Ecología y ambiente,,"Los océanos son vitales para la vida en la Tierra, pero también están siendo afectados por la acción humana, especialmente por la contaminación. ",¿Qué porcentaje de las especies marinas se cree que han ingerido plástico?,10 %,50 %,90 %,C,"Se estima que hay alrededor de 150 millones de toneladas de plástico en los océanos, y se calcula que el 90% de las especies marinas han ingerido algún tipo de plástico.",5
,362,Ecología y ambiente,desastres,Las inundaciones pueden ocurrir en cualquier momento y en cualquier lugar donde haya una fuente de agua,¿Cuál es la causa más común de las inundaciones?,Tormentas,Derretimiento de la nieve,Tsunamis,A,"Las inundaciones causadas por tormentas son las más comunes, especialmente en áreas de lluvias intensas.",2
,363,Ecología y ambiente,agricultura,La agricultura ecológica es un método de producción de alimentos que se basa en el uso de técnicas sostenibles y respetuosas con el ambiente.,¿Cuál es el principal beneficio de consumir alimentos producidos de manera ecológica?,Son más baratos que los alimentos convencionales,Son menos nutritivos que los alimentos convencionales,No contienen residuos de pesticidas ni otros químicos tóxicos,C,"El consumo de alimentos producidos de manera ecológica, libres de residuos de pesticidas y otros químicos tóxicos, puede contribuir a una alimentación más saludable y reducir la exposición a sustancias dañinas para la salud humana y el ambiente.",1
,364,Ecología y ambiente,monocultivo,"La globalización vino asociada a un gran aumento en la producción y el comercio de alimentos. El reemplazo de un sistema agrario complejo por el monocultivo de soja, en muchas zonas de América Latina, causó cambios ambientales y sociales en pocos años. ",¿Qué consecuencias trajo el monocultivo de soja?,La diversificación del cultivo,La destrucción de ecosistemas para obtener ganancias a corto plazo,Los biocombustibles a bajo precio,B,"Existen alternativas como la agricultura orgánica, la agroecología y la diversificación de cultivos para promover la seguridad alimentaria, la conservación de los ecosistemas y el desarrollo sostenible en el largo plazo.",2
,365,Ecología y ambiente,ecosustentabilidad,La ecosustentabilidad se trata de encontrar un equilibrio entre las necesidades de las personas y el ambiente.,¿Cuál de las siguientes actividades promueve la ecosustentabilidad?,La producción de alimentos con agroquímicos dañinos,El uso excesivo de plásticos,La implementación de prácticas agrícolas orgánicas y sostenibles,C,"Algunos ejemplos de cómo las prácticas agrícolas orgánicas y sostenibles contribuyen a la ecosustentabilidad incluyen: El uso de fertilizantes naturales, el control natural de plagas, la rotación de cultivos que ayuda a mantener los suelos saludables, la conservación del agua a través de la técnica de riego por goteo.",3
,366,Ecología y ambiente,,"Los bosques son de vital importancia para el equilibrio ecológico, pero el ganado es una de las principales causas de la deforestación en todo el mundo.",¿Cuántas hectáreas de bosque se pierden cada año debido a la producción de carne?,5 millones de hectáreas,10 millones de hectáreas,15 millones de hectáreas,B,La producción de carne es responsable de la tala de bosques y la degradación de tierras en todo el mundo.,5
,411,Ecología y ambiente,,"Además del impacto en la deforestación y el uso del agua, la producción de carne también es responsable de la contaminación del aire y del agua.",¿Qué cantidad de CO2 se emite por kg de carne de res producida?,1 kg,5 kg,27 kg,C,"Se estima que la producción de carne de res genera aproximadamente 27 kilogramos de CO2 equivalente por kilogramo de carne. Esta cifra incluye las emisiones directas e indirectas asociadas con la producción de carne de res, como la liberación de CO2 durante el proceso de cría de ganado, la producción de alimento animal y el transporte de la carne. ",5
,412,Ecología y ambiente,contaminación,La contaminación del aire es uno de los problemas ambientales más graves en muchas ciudades del mundo.,¿Cuál de las siguientes opciones es una solución para reducir la contaminación del aire?,Incrementar el uso de vehículos de combustión,Promover el uso del transporte público y bicicletas,Fomentar el uso de vehículos con motores grandes,B,"Promover el uso del transporte público y bicicletas, ya que esto reduce la cantidad de vehículos en las calles y las emisiones de gases contaminantes.",1
,413,Ecología y ambiente,desastres,"En 1985 la provincia de Buenos Aires sufrió una de las peores inundaciones de la historia por el desborde del Río Salado. Durante esa crecida, los vecinos del pueblo temían que el terraplén cediera ante la fuerza del agua, pero las autoridades municipales y provinciales desestimaron el riesgo. Finalmente, el 10 de noviembre de 1985 la contención cayó y el pueblo quedó bajo el agua.",¿A qué pueblo se está haciendo referencia?,Epecuén,Carlos Keen,Lobos,A,"Epecuén se consolidó como eje turístico del partido bonaerense de Adolfo Alsina. Sus visitantes concurren movidos por el interés en las aguas de la laguna, cuya salinidad es similar a la del Mar Muerto, con sus árboles y edificios cubiertos de salitre.",3
,414,Ecología y ambiente,,La producción de carne roja para consumo humano está muy relacionada con el efecto invernadero. ,¿Qué porcentaje de emisiones de gases de efecto invernadero proviene de la producción de carne?,3 %,9 %,"14,5 %",C,"La producción de carne genera una cantidad significativa de emisiones de gases de efecto invernadero, lo que contribuye al cambio climático.",5
,415,Ecología y ambiente,energía atómica,El plutonio es un subproducto de la fusión de uranio. Es un desecho de las centrales nucleares y también un subproducto de las explosiones atómicas. ,"¿Cuánto tiempo tarda el plutonio-239, uno de los principales materiales utilizados en las bombas nucleares, en degradarse?",24 horas,24 días,24.000 años,C,"El plutonio es un elemento altamente radiactivo y tóxico que puede tener efectos perjudiciales en los seres vivos. La radiación emitida por el plutonio puede dañar las células y el material genético, lo que aumenta el riesgo de desarrollar enfermedades. Además, permanece radiactivo durante miles de años, lo que hace que su presencia en el ambiente sea una preocupación tanto a corto como a largo plazo.",5
